invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
536975,21888,BINGO SET,4,2010-12-03,3.750,14911,EIRE
536847,22155,STAR DECORATION RUSTIC,48,2010-12-03,0.420,17135,United Kingdom
536847,21807,WHITE CHRISTMAS STAR DECORATION,36,2010-12-03,0.420,17135,United Kingdom
536847,22161,HEART DECORATION RUSTIC HANGING ,24,2010-12-03,0.650,17135,United Kingdom
536847,22065,CHRISTMAS PUDDING TRINKET POT ,24,2010-12-03,1.450,17135,United Kingdom
536847,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2010-12-03,1.250,17135,United Kingdom
536847,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2010-12-03,2.550,17135,United Kingdom
536847,21231,SWEETHEART CERAMIC TRINKET BOX,24,2010-12-03,1.250,17135,United Kingdom
536847,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2010-12-03,1.250,17135,United Kingdom
536847,22067,CHOC TRUFFLE GOLD TRINKET POT ,24,2010-12-03,1.650,17135,United Kingdom
536848,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,2010-12-03,2.550,13408,United Kingdom
536848,21930,JUMBO STORAGE BAG SKULLS,100,2010-12-03,1.650,13408,United Kingdom
536848,21928,JUMBO BAG SCANDINAVIAN PAISLEY,100,2010-12-03,1.650,13408,United Kingdom
536849,22730,ALARM CLOCK BAKELIKE IVORY,19,2010-12-03,3.750,17396,United Kingdom
536849,22727,ALARM CLOCK BAKELIKE RED ,48,2010-12-03,3.750,17396,United Kingdom
536849,22728,ALARM CLOCK BAKELIKE PINK,39,2010-12-03,3.750,17396,United Kingdom
536851,20682,RED RETROSPOT CHILDRENS UMBRELLA,24,2010-12-03,3.250,12967,United Kingdom
536851,22111,SCOTTIE DOG HOT WATER BOTTLE,36,2010-12-03,4.950,12967,United Kingdom
536851,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2010-12-03,4.950,12967,United Kingdom
536851,22128,PARTY CONES CANDY ASSORTED,60,2010-12-03,1.250,12967,United Kingdom
536851,20749,ASSORTED COLOUR MINI CASES,12,2010-12-03,7.950,12967,United Kingdom
536851,22276,WASH BAG VINTAGE ROSE PAISLEY,36,2010-12-03,2.550,12967,United Kingdom
536851,22503,CABIN BAG VINTAGE PAISLEY,6,2010-12-03,29.950,12967,United Kingdom
536851,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,48,2010-12-03,4.250,12967,United Kingdom
536851,21429,RED GINGHAM ROSE JEWELLERY BOX,56,2010-12-03,1.650,12967,United Kingdom
536851,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,8,2010-12-03,4.250,12967,United Kingdom
536851,22333,RETROSPOT PARTY BAG + STICKER SET,32,2010-12-03,1.650,12967,United Kingdom
536851,22180,RETROSPOT LAMP,6,2010-12-03,9.950,12967,United Kingdom
536851,22504,CABIN BAG VINTAGE RETROSPOT,6,2010-12-03,29.950,12967,United Kingdom
536851,21094,SET/6 RED SPOTTY PAPER PLATES,12,2010-12-03,0.850,12967,United Kingdom
536851,21086,SET/6 RED SPOTTY PAPER CUPS,12,2010-12-03,0.650,12967,United Kingdom
536852,22549,PICTURE DOMINOES,12,2010-12-03,1.450,12686,France
536852,22544,MINI JIGSAW SPACEBOY,24,2010-12-03,0.420,12686,France
536852,22539,MINI JIGSAW DOLLY GIRL,24,2010-12-03,0.420,12686,France
536852,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2010-12-03,0.850,12686,France
536852,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-12-03,1.250,12686,France
536852,21786,POLKADOT RAIN HAT ,24,2010-12-03,0.420,12686,France
536856,22632,HAND WARMER RED POLKA DOT,12,2010-12-03,2.100,13370,United Kingdom
536856,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6,2010-12-03,4.950,13370,United Kingdom
