invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
542936,21028,NINJA RABBIT BLACK,13,2011-02-02,1.250,,United Kingdom
542936,21025,SPACE FROG,4,2011-02-02,1.250,,United Kingdom
542920,85099F,JUMBO BAG STRAWBERRY,100,2011-02-02,1.650,13629,United Kingdom
542920,85099B,JUMBO BAG RED RETROSPOT,100,2011-02-02,1.650,13629,United Kingdom
542920,21929,JUMBO BAG PINK VINTAGE PAISLEY,100,2011-02-02,1.650,13629,United Kingdom
542920,21928,JUMBO BAG SCANDINAVIAN PAISLEY,100,2011-02-02,1.650,13629,United Kingdom
542920,22896,PEG BAG APPLES DESIGN,50,2011-02-02,2.100,13629,United Kingdom
542921,22379,RECYCLING BAG RETROSPOT ,100,2011-02-02,1.850,15838,United Kingdom
542921,22381,TOY TIDY PINK POLKADOT,50,2011-02-02,1.850,15838,United Kingdom
542922,15056N,EDWARDIAN PARASOL NATURAL,3,2011-02-02,5.950,12682,France
542922,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,2011-02-02,1.250,12682,France
542922,22551,PLASTERS IN TIN SPACEBOY,12,2011-02-02,1.650,12682,France
542922,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-02-02,2.950,12682,France
542922,20679,EDWARDIAN PARASOL RED,9,2011-02-02,5.950,12682,France
542922,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-02-02,0.420,12682,France
542922,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,2011-02-02,2.550,12682,France
542922,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-02-02,1.250,12682,France
542922,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-02-02,1.650,12682,France
542922,22423,REGENCY CAKESTAND 3 TIER,3,2011-02-02,12.750,12682,France
542922,15056BL,EDWARDIAN PARASOL BLACK,15,2011-02-02,5.950,12682,France
542922,85014B,RED RETROSPOT UMBRELLA,3,2011-02-02,5.950,12682,France
542922,22384,LUNCH BAG PINK POLKADOT,10,2011-02-02,1.650,12682,France
542922,20725,LUNCH BAG RED RETROSPOT,10,2011-02-02,1.650,12682,France
542922,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-02-02,1.650,12682,France
542922,21558,SKULL LUNCH BOX WITH CUTLERY ,6,2011-02-02,2.550,12682,France
