invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
543370,22962,JAM JAR WITH PINK LID,12,2011-02-07,0.850,12359,Cyprus
543283,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-02-07,1.250,15781,United Kingdom
543283,47480,HANGING PHOTO CLIP ROPE LADDER,12,2011-02-07,1.650,15781,United Kingdom
543284,22834,HAND WARMER BABUSHKA DESIGN,12,2011-02-07,2.100,14410,United Kingdom
543284,70006,LOVE HEART POCKET WARMER,12,2011-02-07,1.650,14410,United Kingdom
543284,21481,FAWN BLUE HOT WATER BOTTLE,6,2011-02-07,2.950,14410,United Kingdom
543284,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-02-07,4.950,14410,United Kingdom
543284,22128,PARTY CONES CANDY ASSORTED,12,2011-02-07,1.250,14410,United Kingdom
543284,22129,PARTY CONES CANDY TREE DECORATION,12,2011-02-07,0.850,14410,United Kingdom
543284,22127,PARTY CONES CARNIVAL ASSORTED,12,2011-02-07,1.250,14410,United Kingdom
543285,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-02-07,3.750,14600,United Kingdom
543285,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-02-07,4.950,14600,United Kingdom
543285,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2011-02-07,7.950,14600,United Kingdom
543285,22668,PINK BABY BUNTING,5,2011-02-07,2.950,14600,United Kingdom
543285,22766,PHOTO FRAME CORNICE,8,2011-02-07,2.950,14600,United Kingdom
543285,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-02-07,2.950,14600,United Kingdom
543285,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-02-07,2.550,14600,United Kingdom
543285,21399,BLUE POLKADOT COFFEE MUG,6,2011-02-07,2.100,14600,United Kingdom
543285,21398,RED POLKADOT COFFEE  MUG,6,2011-02-07,2.100,14600,United Kingdom
543285,85019A,ROMANTIC IMAGES NOTEBOOK SET,4,2011-02-07,4.250,14600,United Kingdom
543285,22904,CALENDAR PAPER CUT DESIGN,6,2011-02-07,2.950,14600,United Kingdom
543285,22915,ASSORTED BOTTLE TOP  MAGNETS ,24,2011-02-07,0.420,14600,United Kingdom
543285,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-02-07,2.950,14600,United Kingdom
543285,47566,PARTY BUNTING,5,2011-02-07,4.950,14600,United Kingdom
543285,22595,GINGHAM HEART DECORATION,12,2011-02-07,0.850,14600,United Kingdom
543285,21051,RIBBONS PURSE ,6,2011-02-07,2.100,14600,United Kingdom
543286,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,24,2011-02-07,4.250,14952,United Kingdom
543286,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,12,2011-02-07,2.100,14952,United Kingdom
543286,22722,SET OF 6 SPICE TINS PANTRY DESIGN,24,2011-02-07,3.450,14952,United Kingdom
543286,22963,JAM JAR WITH GREEN LID,48,2011-02-07,0.720,14952,United Kingdom
543286,22962,JAM JAR WITH PINK LID,48,2011-02-07,0.720,14952,United Kingdom
543286,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2011-02-07,2.550,14952,United Kingdom
543286,22989,SET 2 PANTRY DESIGN TEA TOWELS,24,2011-02-07,2.950,14952,United Kingdom
543286,84375,SET OF 20 KIDS COOKIE CUTTERS,24,2011-02-07,2.100,14952,United Kingdom
543286,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-02-07,1.250,14952,United Kingdom
543286,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-02-07,1.250,14952,United Kingdom
543286,22990,COTTON APRON PANTRY DESIGN,12,2011-02-07,4.950,14952,United Kingdom
543286,22960,JAM MAKING SET WITH JARS,24,2011-02-07,3.750,14952,United Kingdom
543286,22961,JAM MAKING SET PRINTED,48,2011-02-07,1.450,14952,United Kingdom
543286,22966,GINGERBREAD MAN COOKIE CUTTER,24,2011-02-07,1.250,14952,United Kingdom
543286,22935,BAKING MOULD ROSE MILK CHOCOLATE,12,2011-02-07,3.250,14952,United Kingdom
543286,22933,BAKING MOULD EASTER EGG MILK CHOC,24,2011-02-07,2.950,14952,United Kingdom
543286,22930,BAKING MOULD HEART MILK CHOCOLATE,24,2011-02-07,2.550,14952,United Kingdom
543286,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,24,2011-02-07,2.550,14952,United Kingdom
543287,20676,RED RETROSPOT BOWL,72,2011-02-07,1.060,16422,United Kingdom
543287,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2011-02-07,2.950,16422,United Kingdom
543287,22090,PAPER BUNTING RETROSPOT,40,2011-02-07,2.550,16422,United Kingdom
543287,47566B,TEA TIME PARTY BUNTING,25,2011-02-07,4.950,16422,United Kingdom
543287,47590A,BLUE HAPPY BIRTHDAY BUNTING,50,2011-02-07,4.650,16422,United Kingdom
543287,84992,72 SWEETHEART FAIRY CAKE CASES,120,2011-02-07,0.420,16422,United Kingdom
543288,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2011-02-07,2.950,17302,United Kingdom
543288,22970,LONDON BUS COFFEE MUG,6,2011-02-07,2.550,17302,United Kingdom
543288,22902,TOTE BAG I LOVE LONDON,12,2011-02-07,2.100,17302,United Kingdom
543288,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-02-07,4.950,17302,United Kingdom
543288,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-02-07,3.250,17302,United Kingdom
543288,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-07,1.450,17302,United Kingdom
543288,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-02-07,0.850,17302,United Kingdom
543288,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-02-07,0.850,17302,United Kingdom
543288,22087,PAPER BUNTING WHITE LACE,6,2011-02-07,2.950,17302,United Kingdom
543288,21871,SAVE THE PLANET MUG,12,2011-02-07,1.250,17302,United Kingdom
543288,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-02-07,1.650,17302,United Kingdom
543291,21242,RED RETROSPOT PLATE ,8,2011-02-07,1.690,14180,United Kingdom
543292,22609,PENS ASSORTED SPACEBALL,36,2011-02-07,0.850,14534,United Kingdom
543292,22128,PARTY CONES CANDY ASSORTED,12,2011-02-07,1.250,14534,United Kingdom
543292,47504K,ENGLISH ROSE GARDEN SECATEURS,3,2011-02-07,1.950,14534,United Kingdom
