invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
540498,17091A,LAVENDER INCENSE IN TIN,6,2011-01-09,1.250,17243,United Kingdom
540498,84813,SET OF 4 DIAMOND NAPKIN RINGS,6,2011-01-09,12.750,17243,United Kingdom
540498,22795,SWEETHEART RECIPE BOOK STAND,3,2011-01-09,6.750,17243,United Kingdom
540498,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2011-01-09,2.950,17243,United Kingdom
540498,22423,REGENCY CAKESTAND 3 TIER,5,2011-01-09,12.750,17243,United Kingdom
540498,22766,PHOTO FRAME CORNICE,8,2011-01-09,2.950,17243,United Kingdom
540498,22988,SOLDIERS EGG CUP ,24,2011-01-09,1.250,17243,United Kingdom
540499,21868,POTTING SHED TEA MUG,6,2011-01-09,1.250,16923,United Kingdom
540499,22697,GREEN REGENCY TEACUP AND SAUCER,10,2011-01-09,2.950,16923,United Kingdom
540499,22604,SET OF 4 NAPKIN CHARMS CUTLERY,4,2011-01-09,2.550,16923,United Kingdom
540499,22639,SET OF 4 NAPKIN CHARMS HEARTS,3,2011-01-09,2.550,16923,United Kingdom
540499,21175,GIN + TONIC DIET METAL SIGN,6,2011-01-09,2.100,16923,United Kingdom
540499,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-01-09,1.250,16923,United Kingdom
540499,22796,PHOTO FRAME 3 CLASSIC HANGING,4,2011-01-09,9.950,16923,United Kingdom
540499,22423,REGENCY CAKESTAND 3 TIER,3,2011-01-09,12.750,16923,United Kingdom
540499,22699,ROSES REGENCY TEACUP AND SAUCER ,10,2011-01-09,2.950,16923,United Kingdom
540499,21894,POTTING SHED SEED ENVELOPES,4,2011-01-09,1.250,16923,United Kingdom
540499,21259,VICTORIAN SEWING BOX SMALL ,4,2011-01-09,5.950,16923,United Kingdom
540499,22356,CHARLOTTE BAG PINK POLKADOT,5,2011-01-09,0.850,16923,United Kingdom
540499,22148,EASTER CRAFT 4 CHICKS ,8,2011-01-09,1.950,16923,United Kingdom
540500,22084,PAPER CHAIN KIT EMPIRE,40,2011-01-09,2.550,15465,United Kingdom
540500,21843,RED RETROSPOT CAKE STAND,3,2011-01-09,10.950,15465,United Kingdom
540500,22423,REGENCY CAKESTAND 3 TIER,16,2011-01-09,10.950,15465,United Kingdom
540500,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-01-09,6.750,15465,United Kingdom
540500,22429,ENAMEL MEASURING JUG CREAM,3,2011-01-09,4.250,15465,United Kingdom
540501,22344,PARTY PIZZA DISH PINK POLKADOT,24,2011-01-09,0.210,13162,United Kingdom
