invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
543044,22469,HEART OF WICKER SMALL,40,2011-02-03,1.450,17071,United Kingdom
543044,22470,HEART OF WICKER LARGE,6,2011-02-03,2.950,17071,United Kingdom
543044,47566,PARTY BUNTING,5,2011-02-03,4.650,17071,United Kingdom
543044,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-02-03,1.250,17071,United Kingdom
543044,22595,GINGHAM HEART DECORATION,12,2011-02-03,0.850,17071,United Kingdom
543044,82600,NO SINGING METAL SIGN,12,2011-02-03,2.100,17071,United Kingdom
543044,22378,WALL TIDY RETROSPOT ,5,2011-02-03,2.100,17071,United Kingdom
543044,22386,JUMBO BAG PINK POLKADOT,10,2011-02-03,1.950,17071,United Kingdom
543044,20719,WOODLAND CHARLOTTE BAG,10,2011-02-03,0.850,17071,United Kingdom
543044,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-02-03,0.850,17071,United Kingdom
543044,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-02-03,1.450,17071,United Kingdom
543044,22467,GUMBALL COAT RACK,6,2011-02-03,2.550,17071,United Kingdom
543045,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-02-03,2.950,14309,United Kingdom
543045,85175,CACTI T-LIGHT CANDLES,16,2011-02-03,0.420,14309,United Kingdom
543045,22423,REGENCY CAKESTAND 3 TIER,4,2011-02-03,12.750,14309,United Kingdom
543045,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-02-03,2.950,14309,United Kingdom
543045,22549,PICTURE DOMINOES,12,2011-02-03,1.450,14309,United Kingdom
543045,22620,4 TRADITIONAL SPINNING TOPS,12,2011-02-03,1.250,14309,United Kingdom
543045,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,6,2011-02-03,2.550,14309,United Kingdom
543045,85174,S/4 CACTI CANDLES,4,2011-02-03,4.950,14309,United Kingdom
543045,22778,GLASS CLOCHE SMALL,8,2011-02-03,3.950,14309,United Kingdom
543045,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-02-03,1.250,14309,United Kingdom
543046,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-02-03,3.950,13873,United Kingdom
543046,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-02-03,2.950,13873,United Kingdom
543046,22784,LANTERN CREAM GAZEBO ,3,2011-02-03,4.950,13873,United Kingdom
543046,21717,EASTER TIN BUCKET,8,2011-02-03,2.550,13873,United Kingdom
543046,22778,GLASS CLOCHE SMALL,4,2011-02-03,3.950,13873,United Kingdom
543047,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-02-03,4.950,16210,United Kingdom
543047,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-03,2.950,16210,United Kingdom
543047,22041,"RECORD FRAME 7"" SINGLE SIZE ",96,2011-02-03,2.100,16210,United Kingdom
543047,21137,BLACK RECORD COVER FRAME,480,2011-02-03,3.390,16210,United Kingdom
543048,POST,POSTAGE,3,2011-02-03,18.000,12600,Germany
543048,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,2011-02-03,0.420,12600,Germany
543048,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-03,1.690,12600,Germany
543048,22474,SPACEBOY TV DINNER TRAY,3,2011-02-03,4.950,12600,Germany
543048,22471,TV DINNER TRAY AIR HOSTESS ,3,2011-02-03,4.950,12600,Germany
543048,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-02-03,1.250,12600,Germany
543048,20679,EDWARDIAN PARASOL RED,12,2011-02-03,5.950,12600,Germany
543048,85014B,RED RETROSPOT UMBRELLA,48,2011-02-03,4.950,12600,Germany
543049,79063C,,320,2011-02-03,0.000,,United Kingdom
543051,79062D,,960,2011-02-03,0.000,,United Kingdom
543053,22303,COFFEE MUG APPLES DESIGN,12,2011-02-03,2.550,17362,United Kingdom
543053,20941,FROG CANDLE,12,2011-02-03,1.250,17362,United Kingdom
543053,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-02-03,2.550,17362,United Kingdom
543053,22302,COFFEE MUG PEARS  DESIGN,6,2011-02-03,2.550,17362,United Kingdom
543053,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-02-03,1.250,17362,United Kingdom
543053,21533,RETROSPOT LARGE MILK JUG,3,2011-02-03,4.950,17362,United Kingdom
543053,22435,SET OF 9 HEART SHAPED BALLOONS,10,2011-02-03,1.250,17362,United Kingdom
543053,84763,ZINC FINISH 15CM PLANTER POTS,10,2011-02-03,1.250,17362,United Kingdom
543054,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-02-03,0.850,13394,United Kingdom
543054,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-02-03,0.290,13394,United Kingdom
543054,22469,HEART OF WICKER SMALL,12,2011-02-03,1.650,13394,United Kingdom
543054,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-02-03,0.850,13394,United Kingdom
543054,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-02-03,1.250,13394,United Kingdom
