invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
541238,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,6,2011-01-16,0.850,16746,United Kingdom
541238,22379,RECYCLING BAG RETROSPOT ,10,2011-01-16,2.100,16746,United Kingdom
541238,22380,TOY TIDY SPACEBOY  ,10,2011-01-16,2.100,16746,United Kingdom
541238,22381,TOY TIDY PINK POLKADOT,10,2011-01-16,2.100,16746,United Kingdom
541238,22468,BABUSHKA LIGHTS STRING OF 10,4,2011-01-16,6.750,16746,United Kingdom
541238,21682,LARGE MEDINA STAMPED METAL BOWL ,4,2011-01-16,4.950,16746,United Kingdom
541238,22922,FRIDGE MAGNETS US DINER ASSORTED,6,2011-01-16,0.850,16746,United Kingdom
541238,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,6,2011-01-16,0.850,16746,United Kingdom
541238,79000,MOROCCAN TEA GLASS,12,2011-01-16,0.850,16746,United Kingdom
541238,22779,WOODEN OWLS LIGHT GARLAND ,6,2011-01-16,4.250,16746,United Kingdom
541238,22621,TRADITIONAL KNITTING NANCY,10,2011-01-16,1.450,16746,United Kingdom
541238,22423,REGENCY CAKESTAND 3 TIER,3,2011-01-16,12.750,16746,United Kingdom
541239,22557,PLASTERS IN TIN VINTAGE PAISLEY ,24,2011-01-16,1.650,16401,United Kingdom
541239,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2011-01-16,1.650,16401,United Kingdom
541239,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,8,2011-01-16,0.850,16401,United Kingdom
541239,21986,PACK OF 12 PINK POLKADOT TISSUES,60,2011-01-16,0.290,16401,United Kingdom
541239,20725,LUNCH BAG RED RETROSPOT,90,2011-01-16,1.650,16401,United Kingdom
541239,20676,RED RETROSPOT BOWL,36,2011-01-16,1.250,16401,United Kingdom
541239,21584,RETROSPOT SMALL TUBE MATCHES,5,2011-01-16,1.650,16401,United Kingdom
541239,22346,PARTY PIZZA DISH GREEN POLKADOT,30,2011-01-16,0.210,16401,United Kingdom
541239,21592,RETROSPOT CIGAR BOX MATCHES ,5,2011-01-16,1.250,16401,United Kingdom
