invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
539076,22169,FAMILY ALBUM WHITE PICTURE FRAME,16,2010-12-16,7.650,16525,United Kingdom
539076,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2010-12-16,2.100,16525,United Kingdom
539076,84884A,ANT WHITE WIRE HEART SPIRAL,30,2010-12-16,3.390,16525,United Kingdom
539076,21259,VICTORIAN SEWING BOX SMALL ,4,2010-12-16,5.950,16525,United Kingdom
539076,48138,DOORMAT UNION FLAG,10,2010-12-16,6.750,16525,United Kingdom
539077,21363,HOME SMALL WOOD LETTERS,9,2010-12-16,4.950,13089,United Kingdom
539077,22360,GLASS JAR ENGLISH CONFECTIONERY,24,2010-12-16,2.550,13089,United Kingdom
539077,84949,SILVER HANGING T-LIGHT HOLDER,144,2010-12-16,1.450,13089,United Kingdom
539078,20982,12 PENCILS TALL TUBE SKULLS,24,2010-12-16,0.850,13408,United Kingdom
539078,20983,12 PENCILS TALL TUBE RED RETROSPOT,24,2010-12-16,0.850,13408,United Kingdom
539078,21527,RED RETROSPOT TRADITIONAL TEAPOT ,4,2010-12-16,7.950,13408,United Kingdom
539078,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2010-12-16,2.550,13408,United Kingdom
539078,22469,HEART OF WICKER SMALL,40,2010-12-16,1.450,13408,United Kingdom
539078,22855,FINE WICKER HEART ,48,2010-12-16,1.060,13408,United Kingdom
539078,70006,LOVE HEART POCKET WARMER,60,2010-12-16,0.420,13408,United Kingdom
539078,22047,EMPIRE GIFT WRAP,50,2010-12-16,0.420,13408,United Kingdom
539078,22147,FELTCRAFT BUTTERFLY HEARTS,40,2010-12-16,1.250,13408,United Kingdom
539079,15036,ASSORTED COLOURS SILK FAN,12,2010-12-16,0.750,17496,United Kingdom
539079,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-16,2.950,17496,United Kingdom
539079,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-16,2.950,17496,United Kingdom
539079,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-16,2.100,17496,United Kingdom
539079,22113,GREY HEART HOT WATER BOTTLE,8,2010-12-16,3.750,17496,United Kingdom
539079,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2010-12-16,4.950,17496,United Kingdom
539079,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-12-16,4.950,17496,United Kingdom
539079,22837,HOT WATER BOTTLE BABUSHKA ,8,2010-12-16,4.650,17496,United Kingdom
539079,22835,HOT WATER BOTTLE I AM SO POORLY,8,2010-12-16,4.650,17496,United Kingdom
539080,21195,PINK  HONEYCOMB PAPER BALL ,48,2010-12-16,0.650,16607,United Kingdom
539080,21876,POTTERING MUG,36,2010-12-16,0.420,16607,United Kingdom
539080,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2010-12-16,3.950,16607,United Kingdom
539080,22973,CHILDREN'S CIRCUS PARADE MUG,12,2010-12-16,1.650,16607,United Kingdom
539080,90209C,PINK ENAMEL+GLASS HAIR COMB,6,2010-12-16,2.100,16607,United Kingdom
539080,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2010-12-16,2.550,16607,United Kingdom
539082,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-16,0.550,13317,United Kingdom
539082,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2010-12-16,2.550,13317,United Kingdom
539082,22935,BAKING MOULD ROSE MILK CHOCOLATE,6,2010-12-16,3.250,13317,United Kingdom
539082,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2010-12-16,2.550,13317,United Kingdom
539082,22930,BAKING MOULD HEART MILK CHOCOLATE,6,2010-12-16,2.550,13317,United Kingdom
539082,22934,BAKING MOULD EASTER EGG WHITE CHOC,6,2010-12-16,2.950,13317,United Kingdom
539082,22933,BAKING MOULD EASTER EGG MILK CHOC,6,2010-12-16,2.950,13317,United Kingdom
539082,47566,PARTY BUNTING,5,2010-12-16,4.650,13317,United Kingdom
539082,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-12-16,3.750,13317,United Kingdom
539082,21844,RED RETROSPOT MUG,6,2010-12-16,2.950,13317,United Kingdom
539083,22961,JAM MAKING SET PRINTED,12,2010-12-16,1.450,13317,United Kingdom
539083,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2010-12-16,4.950,13317,United Kingdom
539084,84836,ZINC METAL HEART DECORATION,12,2010-12-16,1.250,13890,United Kingdom
539084,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-16,2.100,13890,United Kingdom
539084,21175,GIN + TONIC DIET METAL SIGN,12,2010-12-16,2.100,13890,United Kingdom
539084,85150,LADIES & GENTLEMEN METAL SIGN,6,2010-12-16,2.550,13890,United Kingdom
539084,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-12-16,1.250,13890,United Kingdom
539084,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-16,4.950,13890,United Kingdom
539084,22113,GREY HEART HOT WATER BOTTLE,4,2010-12-16,3.750,13890,United Kingdom
539084,22561,WOODEN SCHOOL COLOURING SET,12,2010-12-16,1.650,13890,United Kingdom
539084,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-16,1.250,13890,United Kingdom
539084,22568,FELTCRAFT CUSHION OWL,4,2010-12-16,3.750,13890,United Kingdom
539084,22569,FELTCRAFT CUSHION BUTTERFLY,4,2010-12-16,3.750,13890,United Kingdom
539085,22295,HEART FILIGREE DOVE LARGE,48,2010-12-16,1.450,12748,United Kingdom
539085,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2010-12-16,1.450,12748,United Kingdom
539085,22294,HEART FILIGREE DOVE  SMALL,24,2010-12-16,1.060,12748,United Kingdom
539086,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2010-12-16,0.650,17001,United Kingdom
539086,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2010-12-16,1.250,17001,United Kingdom
539086,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,48,2010-12-16,0.850,17001,United Kingdom
539086,22727,ALARM CLOCK BAKELIKE RED ,8,2010-12-16,3.750,17001,United Kingdom
539086,22726,ALARM CLOCK BAKELIKE GREEN,4,2010-12-16,3.750,17001,United Kingdom
539086,79000,MOROCCAN TEA GLASS,24,2010-12-16,0.850,17001,United Kingdom
539086,85099B,JUMBO BAG RED RETROSPOT,30,2010-12-16,1.950,17001,United Kingdom
539086,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2010-12-16,2.550,17001,United Kingdom
539086,17003,BROCADE RING PURSE ,36,2010-12-16,0.210,17001,United Kingdom
539086,21928,JUMBO BAG SCANDINAVIAN PAISLEY,30,2010-12-16,1.950,17001,United Kingdom
539086,20750,RED RETROSPOT MINI CASES,6,2010-12-16,7.950,17001,United Kingdom
539086,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,18,2010-12-16,2.950,17001,United Kingdom
539087,85099F,JUMBO BAG STRAWBERRY,100,2010-12-16,1.650,13093,United Kingdom
