invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
541865,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2011-01-24,1.650,13068,United Kingdom
541866,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-01-24,2.950,16477,United Kingdom
541866,22933,BAKING MOULD EASTER EGG MILK CHOC,6,2011-01-24,2.950,16477,United Kingdom
541866,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2011-01-24,2.550,16477,United Kingdom
541866,22930,BAKING MOULD HEART MILK CHOCOLATE,6,2011-01-24,2.550,16477,United Kingdom
541866,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-01-24,2.950,16477,United Kingdom
541866,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2011-01-24,6.450,16477,United Kingdom
541866,22241,GARLAND WOODEN HAPPY EASTER,12,2011-01-24,1.250,16477,United Kingdom
541866,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-01-24,1.450,16477,United Kingdom
541866,22854,CREAM SWEETHEART EGG HOLDER,4,2011-01-24,4.950,16477,United Kingdom
541866,21314,SMALL GLASS HEART TRINKET POT,8,2011-01-24,2.100,16477,United Kingdom
541866,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-01-24,3.750,16477,United Kingdom
541866,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,2011-01-24,1.250,16477,United Kingdom
541866,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2011-01-24,3.750,16477,United Kingdom
541866,21557,SET OF 6 FUNKY BEAKERS,6,2011-01-24,2.950,16477,United Kingdom
541866,20801,LARGE PINK GLASS SUNDAE DISH,16,2011-01-24,0.750,16477,United Kingdom
541866,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-01-24,2.950,16477,United Kingdom
541866,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-01-24,2.950,16477,United Kingdom
541866,22272,FELTCRAFT DOLL MARIA,6,2011-01-24,2.950,16477,United Kingdom
541866,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-01-24,1.650,16477,United Kingdom
541866,22620,4 TRADITIONAL SPINNING TOPS,12,2011-01-24,1.250,16477,United Kingdom
541866,22960,JAM MAKING SET WITH JARS,6,2011-01-24,4.250,16477,United Kingdom
541866,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-01-24,0.650,16477,United Kingdom
541866,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-01-24,0.950,16477,United Kingdom
541866,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-01-24,0.290,16477,United Kingdom
541866,85180A,RED HEARTS LIGHT CHAIN ,12,2011-01-24,1.250,16477,United Kingdom
541867,22384,LUNCH BAG PINK POLKADOT,100,2011-01-24,1.450,14744,United Kingdom
541867,37370,RETRO COFFEE MUGS ASSORTED,6,2011-01-24,1.250,14744,United Kingdom
541869,22101,MIRROR MOSAIC VOTIVE HOLDER,3,2011-01-24,2.460,,United Kingdom
541869,22151,PLACE SETTING WHITE HEART,8,2011-01-24,1.630,,United Kingdom
541869,22152,PLACE SETTING WHITE STAR,8,2011-01-24,1.630,,United Kingdom
541869,21067,VINTAGE RED TEATIME MUG,20,2011-01-24,2.460,,United Kingdom
541869,21069,VINTAGE BILLBOARD TEA MUG,20,2011-01-24,2.460,,United Kingdom
541869,21167,WHITE SAGE INCENSE,25,2011-01-24,0.420,,United Kingdom
541869,21238,RED RETROSPOT CUP,6,2011-01-24,1.630,,United Kingdom
541869,17084N,FAIRY DREAMS INCENSE ,25,2011-01-24,0.420,,United Kingdom
541869,20717,STRAWBERRY SHOPPER BAG,3,2011-01-24,2.460,,United Kingdom
541869,22197,SMALL POPCORN HOLDER,8,2011-01-24,1.630,,United Kingdom
541869,22219,LOVEBIRD HANGING DECORATION WHITE ,31,2011-01-24,1.630,,United Kingdom
541869,22584,PACK OF 6 PANNETONE GIFT BOXES,3,2011-01-24,4.960,,United Kingdom
541869,22908,PACK OF 20 NAPKINS RED APPLES,6,2011-01-24,1.630,,United Kingdom
541869,22988,SOLDIERS EGG CUP ,5,2011-01-24,2.460,,United Kingdom
541869,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,2011-01-24,1.800,,United Kingdom
541869,84978,HANGING HEART JAR T-LIGHT HOLDER,9,2011-01-24,2.460,,United Kingdom
541869,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,6,2011-01-24,1.630,,United Kingdom
541870,20676,RED RETROSPOT BOWL,5,2011-01-24,2.460,,United Kingdom
541870,21656,RIDGED GLASS POSY VASE ,7,2011-01-24,3.290,,United Kingdom
541870,22041,"RECORD FRAME 7"" SINGLE SIZE ",20,2011-01-24,4.960,,United Kingdom
541870,22355,CHARLOTTE BAG SUKI DESIGN,3,2011-01-24,1.630,,United Kingdom
541870,82001S,VINYL RECORD FRAME SILVER,4,2011-01-24,7.460,,United Kingdom
541870,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,5,2011-01-24,2.460,,United Kingdom
541871,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,16,2011-01-24,2.460,,United Kingdom
541871,20685,DOORMAT RED RETROSPOT,3,2011-01-24,7.460,,United Kingdom
541871,21326,AGED GLASS SILVER T-LIGHT HOLDER,20,2011-01-24,1.630,,United Kingdom
541871,21671,RED SPOT CERAMIC DRAWER KNOB,8,2011-01-24,2.460,,United Kingdom
541871,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,5,2011-01-24,2.460,,United Kingdom
541871,21801,CHRISTMAS TREE DECORATION WITH BELL,3,2011-01-24,0.420,,United Kingdom
541871,21802,CHRISTMAS TREE HEART DECORATION,3,2011-01-24,0.420,,United Kingdom
541871,21803,CHRISTMAS TREE STAR DECORATION,3,2011-01-24,0.420,,United Kingdom
541871,22161,HEART DECORATION RUSTIC HANGING ,16,2011-01-24,0.790,,United Kingdom
541871,40016,CHINESE DRAGON PAPER LANTERNS,3,2011-01-24,8.290,,United Kingdom
541871,79000,MOROCCAN TEA GLASS,3,2011-01-24,1.650,,United Kingdom
541871,84988,SET OF 72 PINK HEART PAPER DOILIES,8,2011-01-24,2.920,,United Kingdom
541871,85186C,BUNNY EGG GARLAND,8,2011-01-24,0.830,,United Kingdom
541871,85204,HANGING WOOD AND FELT FLOWER,16,2011-01-24,0.420,,United Kingdom
541872,22297,HEART IVORY TRELLIS SMALL,4,2011-01-24,1.250,14796,United Kingdom
541872,22294,HEART FILIGREE DOVE  SMALL,4,2011-01-24,1.250,14796,United Kingdom
541872,84836,ZINC METAL HEART DECORATION,4,2011-01-24,1.250,14796,United Kingdom
541872,35971,ROSE FOLKART HEART DECORATIONS,4,2011-01-24,1.250,14796,United Kingdom
541872,22064,PINK DOUGHNUT TRINKET POT ,4,2011-01-24,1.650,14796,United Kingdom
541872,22059,CERAMIC STRAWBERRY DESIGN MUG,6,2011-01-24,1.490,14796,United Kingdom
541872,37448,CERAMIC CAKE DESIGN SPOTTED MUG,6,2011-01-24,1.490,14796,United Kingdom
541872,21870,I CAN ONLY PLEASE ONE PERSON MUG,4,2011-01-24,1.250,14796,United Kingdom
541872,21874,GIN AND TONIC MUG,4,2011-01-24,1.250,14796,United Kingdom
541872,21231,SWEETHEART CERAMIC TRINKET BOX,8,2011-01-24,1.250,14796,United Kingdom
541872,21232,STRAWBERRY CERAMIC TRINKET BOX,16,2011-01-24,1.250,14796,United Kingdom
541872,21908,CHOCOLATE THIS WAY METAL SIGN,5,2011-01-24,2.100,14796,United Kingdom
541872,21181,PLEASE ONE PERSON METAL SIGN,4,2011-01-24,2.100,14796,United Kingdom
541872,21166,COOK WITH WINE METAL SIGN ,4,2011-01-24,1.950,14796,United Kingdom
541872,21175,GIN + TONIC DIET METAL SIGN,4,2011-01-24,2.100,14796,United Kingdom
541872,21165,BEWARE OF THE CAT METAL SIGN ,4,2011-01-24,1.690,14796,United Kingdom
541872,22067,CHOC TRUFFLE GOLD TRINKET POT ,4,2011-01-24,1.650,14796,United Kingdom
541872,82583,HOT BATHS METAL SIGN,4,2011-01-24,2.100,14796,United Kingdom
541872,85152,HAND OVER THE CHOCOLATE   SIGN ,4,2011-01-24,2.100,14796,United Kingdom
541872,82600,NO SINGING METAL SIGN,4,2011-01-24,2.100,14796,United Kingdom
541872,22412,METAL SIGN NEIGHBOURHOOD WITCH ,4,2011-01-24,2.100,14796,United Kingdom
541872,22951,60 CAKE CASES DOLLY GIRL DESIGN,4,2011-01-24,0.550,14796,United Kingdom
541872,84991,60 TEATIME FAIRY CAKE CASES,6,2011-01-24,0.550,14796,United Kingdom
541872,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2011-01-24,0.550,14796,United Kingdom
541872,22659,LUNCH BOX I LOVE LONDON,4,2011-01-24,1.950,14796,United Kingdom
541872,22630,DOLLY GIRL LUNCH BOX,4,2011-01-24,1.950,14796,United Kingdom
541872,22900, SET 2 TEA TOWELS I LOVE LONDON ,4,2011-01-24,2.950,14796,United Kingdom
541872,47559B,TEA TIME OVEN GLOVE,6,2011-01-24,1.250,14796,United Kingdom
541872,22047,EMPIRE GIFT WRAP,25,2011-01-24,0.420,14796,United Kingdom
541872,22710,WRAP I LOVE LONDON ,25,2011-01-24,0.420,14796,United Kingdom
541873,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2011-01-24,4.250,14368,United Kingdom
541873,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,4,2011-01-24,4.250,14368,United Kingdom
541873,22374,AIRLINE BAG VINTAGE JET SET RED,4,2011-01-24,4.250,14368,United Kingdom
541873,22493,PAINT YOUR OWN CANVAS SET,12,2011-01-24,1.650,14368,United Kingdom
541873,22349,DOG BOWL CHASING BALL DESIGN,6,2011-01-24,3.750,14368,United Kingdom
541874,72741,GRAND CHOCOLATECANDLE,72,2011-01-24,1.250,15497,United Kingdom
541874,72819,CUPID DESIGN SCENTED CANDLES,24,2011-01-24,2.100,15497,United Kingdom
541874,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2011-01-24,4.950,15497,United Kingdom
541874,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,2011-01-24,6.950,15497,United Kingdom
541874,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-01-24,1.450,15497,United Kingdom
541874,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2011-01-24,2.100,15497,United Kingdom
541874,82494L,WOODEN FRAME ANTIQUE WHITE ,24,2011-01-24,2.550,15497,United Kingdom
541874,84678,CLASSICAL ROSE SMALL VASE,24,2011-01-24,1.250,15497,United Kingdom
541874,22423,REGENCY CAKESTAND 3 TIER,16,2011-01-24,10.950,15497,United Kingdom
541874,85016,SET OF 6 VINTAGE NOTELETS KIT,144,2011-01-24,0.650,15497,United Kingdom
541875,22469,HEART OF WICKER SMALL,12,2011-01-24,1.650,16558,United Kingdom
541875,16156S,WRAP PINK FAIRY CAKES ,25,2011-01-24,0.420,16558,United Kingdom
541875,16161P,WRAP ENGLISH ROSE ,25,2011-01-24,0.420,16558,United Kingdom
541875,22040,BOTANICAL ROSE GIFT WRAP,25,2011-01-24,0.420,16558,United Kingdom
541875,22045,SPACEBOY GIFT WRAP,25,2011-01-24,0.420,16558,United Kingdom
541875,22704,WRAP RED APPLES ,25,2011-01-24,0.420,16558,United Kingdom
541875,22708,WRAP DOLLY GIRL,25,2011-01-24,0.420,16558,United Kingdom
541875,20713,JUMBO BAG OWLS,10,2011-01-24,1.950,16558,United Kingdom
541875,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-01-24,1.950,16558,United Kingdom
541875,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-24,1.950,16558,United Kingdom
541875,21786,POLKADOT RAIN HAT ,24,2011-01-24,0.420,16558,United Kingdom
541875,22502,PICNIC BASKET WICKER SMALL,4,2011-01-24,5.950,16558,United Kingdom
541875,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-01-24,4.950,16558,United Kingdom
541875,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-01-24,1.450,16558,United Kingdom
541875,22960,JAM MAKING SET WITH JARS,6,2011-01-24,4.250,16558,United Kingdom
541875,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-01-24,0.850,16558,United Kingdom
541875,47566,PARTY BUNTING,5,2011-01-24,4.650,16558,United Kingdom
541875,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-01-24,1.250,16558,United Kingdom
541876,21883,STARS GIFT TAPE ,12,2011-01-24,0.650,12951,United Kingdom
541876,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2011-01-24,2.100,12951,United Kingdom
541876,21621,VINTAGE UNION JACK BUNTING,4,2011-01-24,8.500,12951,United Kingdom
541876,22090,PAPER BUNTING RETROSPOT,6,2011-01-24,2.950,12951,United Kingdom
541876,22499,WOODEN UNION JACK BUNTING,3,2011-01-24,5.950,12951,United Kingdom
541876,47566B,TEA TIME PARTY BUNTING,5,2011-01-24,4.650,12951,United Kingdom
541877,22897,OVEN MITT APPLES DESIGN,10,2011-01-24,1.450,12559,Germany
541877,22721,SET OF 3 CAKE TINS SKETCHBOOK,9,2011-01-24,4.950,12559,Germany
541877,22896,PEG BAG APPLES DESIGN,6,2011-01-24,2.550,12559,Germany
541877,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-01-24,3.950,12559,Germany
541877,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,36,2011-01-24,2.950,12559,Germany
541877,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2011-01-24,2.950,12559,Germany
541877,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-01-24,0.420,12559,Germany
541877,22302,COFFEE MUG PEARS  DESIGN,18,2011-01-24,2.550,12559,Germany
541877,22303,COFFEE MUG APPLES DESIGN,12,2011-01-24,2.550,12559,Germany
541877,22973,CHILDREN'S CIRCUS PARADE MUG,12,2011-01-24,1.650,12559,Germany
541877,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-01-24,0.850,12559,Germany
541877,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-01-24,0.290,12559,Germany
541877,21680,WOODLAND  STICKERS,12,2011-01-24,0.850,12559,Germany
541877,22704,WRAP RED APPLES ,25,2011-01-24,0.420,12559,Germany
541877,22494,EMERGENCY FIRST AID TIN ,12,2011-01-24,1.250,12559,Germany
541877,22834,HAND WARMER BABUSHKA DESIGN,12,2011-01-24,2.100,12559,Germany
541877,21656,RIDGED GLASS POSY VASE ,6,2011-01-24,1.450,12559,Germany
541878,20711,JUMBO BAG TOYS ,3,2011-01-24,4.130,,United Kingdom
541878,21035,SET/2 RED RETROSPOT TEA TOWELS ,4,2011-01-24,5.790,,United Kingdom
541878,21948,SET OF 6 CAKE CHOPSTICKS,6,2011-01-24,2.460,,United Kingdom
541878,22383,LUNCH BAG SUKI  DESIGN ,12,2011-01-24,4.960,,United Kingdom
541878,22470,HEART OF WICKER LARGE,3,2011-01-24,5.790,,United Kingdom
541878,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,5,2011-01-24,4.130,,United Kingdom
541878,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2011-01-24,4.130,,United Kingdom
541879,72801d,4 SKY BLUE DINNER CANDLES,3,2011-01-24,2.460,,United Kingdom
541879,75049L,LARGE CIRCULAR MIRROR MOBILE,3,2011-01-24,2.460,,United Kingdom
541879,20711,JUMBO BAG TOYS ,3,2011-01-24,4.130,,United Kingdom
541879,21786,POLKADOT RAIN HAT ,3,2011-01-24,0.790,,United Kingdom
541879,22386,JUMBO BAG PINK POLKADOT,3,2011-01-24,4.130,,United Kingdom
541880,22355,CHARLOTTE BAG SUKI DESIGN,20,2011-01-24,0.850,13819,United Kingdom
541880,20723,STRAWBERRY CHARLOTTE BAG,20,2011-01-24,0.850,13819,United Kingdom
541880,21213,PACK OF 72 SKULL CAKE CASES,120,2011-01-24,0.420,13819,United Kingdom
541880,20726,LUNCH BAG WOODLAND,20,2011-01-24,1.650,13819,United Kingdom
541880,20719,WOODLAND CHARLOTTE BAG,20,2011-01-24,0.850,13819,United Kingdom
541880,20727,LUNCH BAG  BLACK SKULL.,20,2011-01-24,1.650,13819,United Kingdom
541880,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-01-24,1.650,13819,United Kingdom
541880,84992,72 SWEETHEART FAIRY CAKE CASES,120,2011-01-24,0.420,13819,United Kingdom
541880,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-01-24,0.420,13819,United Kingdom
541880,20718,RED RETROSPOT SHOPPER BAG,20,2011-01-24,1.250,13819,United Kingdom
541880,20725,LUNCH BAG RED RETROSPOT,20,2011-01-24,1.650,13819,United Kingdom
541880,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-01-24,0.850,13819,United Kingdom
