invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
537995,20702,PINK PADDED MOBILE,12,2010-12-09,4.250,12712,Germany
538008,22705,WRAP GREEN PEARS ,25,2010-12-09,0.420,12683,France
538071,22190,LOCAL CAFE MUG,4,2010-12-09,2.510,,United Kingdom
538071,22669,RED BABY BUNTING ,6,2010-12-09,5.910,,United Kingdom
537879,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2010-12-09,3.950,14243,United Kingdom
537879,22835,HOT WATER BOTTLE I AM SO POORLY,8,2010-12-09,4.650,14243,United Kingdom
537879,85150,LADIES & GENTLEMEN METAL SIGN,6,2010-12-09,2.550,14243,United Kingdom
537879,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,2010-12-09,7.950,14243,United Kingdom
537879,22694,WICKER STAR ,6,2010-12-09,2.100,14243,United Kingdom
537879,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2010-12-09,2.950,14243,United Kingdom
537879,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-09,2.950,14243,United Kingdom
537880,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2010-12-09,1.250,12963,United Kingdom
537880,85150,LADIES & GENTLEMEN METAL SIGN,12,2010-12-09,2.550,12963,United Kingdom
537880,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-09,1.450,12963,United Kingdom
537880,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-09,1.250,12963,United Kingdom
537880,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2010-12-09,1.250,12963,United Kingdom
537880,22620,4 TRADITIONAL SPINNING TOPS,12,2010-12-09,1.250,12963,United Kingdom
537880,21914,BLUE HARMONICA IN BOX ,12,2010-12-09,1.250,12963,United Kingdom
537880,22150,3 STRIPEY MICE FELTCRAFT,12,2010-12-09,1.950,12963,United Kingdom
537880,22569,FELTCRAFT CUSHION BUTTERFLY,8,2010-12-09,3.750,12963,United Kingdom
537880,22570,FELTCRAFT CUSHION RABBIT,8,2010-12-09,3.750,12963,United Kingdom
537880,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2010-12-09,1.250,12963,United Kingdom
537880,21588,RETROSPOT GIANT TUBE MATCHES,12,2010-12-09,2.550,12963,United Kingdom
537880,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-12-09,3.950,12963,United Kingdom
537880,21181,PLEASE ONE PERSON METAL SIGN,24,2010-12-09,2.100,12963,United Kingdom
537881,22730,ALARM CLOCK BAKELIKE IVORY,16,2010-12-09,3.750,15513,United Kingdom
537881,22727,ALARM CLOCK BAKELIKE RED ,16,2010-12-09,3.750,15513,United Kingdom
537881,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2010-12-09,5.550,15513,United Kingdom
537881,84050,PINK HEART SHAPE EGG FRYING PAN,72,2010-12-09,1.250,15513,United Kingdom
537881,22605,WOODEN CROQUET GARDEN SET,8,2010-12-09,12.750,15513,United Kingdom
537881,48111,DOORMAT 3 SMILEY CATS,10,2010-12-09,6.750,15513,United Kingdom
537881,48188,DOORMAT WELCOME PUPPIES,10,2010-12-09,6.750,15513,United Kingdom
537881,20685,DOORMAT RED RETROSPOT,10,2010-12-09,6.750,15513,United Kingdom
537881,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2010-12-09,6.750,15513,United Kingdom
537881,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,24,2010-12-09,4.950,15513,United Kingdom
537881,21741,COSY SLIPPER SHOES LARGE GREEN,18,2010-12-09,2.950,15513,United Kingdom
537881,85174,S/4 CACTI CANDLES,32,2010-12-09,4.250,15513,United Kingdom
537882,22804,CANDLEHOLDER PINK HANGING HEART,32,2010-12-09,2.550,15079,United Kingdom
537882,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-12-09,4.950,15079,United Kingdom
