invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
542303,21530,DAIRY MAID TOASTRACK,6,2011-01-27,2.950,12539,Spain
542268,22563,HAPPY STENCIL CRAFT,12,2011-01-27,1.250,15358,United Kingdom
542268,85124B,BLUE JUICY FRUIT PHOTO FRAME,6,2011-01-27,2.550,15358,United Kingdom
542268,85124C,GREEN JUICY FRUIT PHOTO FRAME,6,2011-01-27,2.550,15358,United Kingdom
542268,22568,FELTCRAFT CUSHION OWL,4,2011-01-27,3.750,15358,United Kingdom
542268,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-01-27,1.250,15358,United Kingdom
542268,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-01-27,1.250,15358,United Kingdom
542268,22778,GLASS CLOCHE SMALL,4,2011-01-27,3.950,15358,United Kingdom
542268,22435,SET OF 9 HEART SHAPED BALLOONS,12,2011-01-27,1.250,15358,United Kingdom
542268,22502,PICNIC BASKET WICKER SMALL,4,2011-01-27,5.950,15358,United Kingdom
542268,22821,GIFT BAG PSYCHEDELIC APPLES,12,2011-01-27,0.650,15358,United Kingdom
542268,22651,GENTLEMAN SHIRT REPAIR KIT ,12,2011-01-27,0.850,15358,United Kingdom
542268,22715,CARD WEDDING DAY,12,2011-01-27,0.420,15358,United Kingdom
542268,22814,CARD PARTY GAMES ,12,2011-01-27,0.420,15358,United Kingdom
542268,22716,CARD CIRCUS PARADE,12,2011-01-27,0.420,15358,United Kingdom
542268,21703,BAG 125g SWIRLY MARBLES,12,2011-01-27,0.420,15358,United Kingdom
542268,22077,6 RIBBONS RUSTIC CHARM,12,2011-01-27,1.650,15358,United Kingdom
542268,85049G,CHOCOLATE BOX RIBBONS ,12,2011-01-27,1.250,15358,United Kingdom
542268,85049D,BRIGHT BLUES RIBBONS ,12,2011-01-27,1.250,15358,United Kingdom
542268,22564,ALPHABET STENCIL CRAFT,12,2011-01-27,1.250,15358,United Kingdom
542268,21680,WOODLAND  STICKERS,12,2011-01-27,0.850,15358,United Kingdom
542268,21725,SWEETIES  STICKERS,12,2011-01-27,0.850,15358,United Kingdom
542268,21726,MULTI HEARTS  STICKERS,12,2011-01-27,0.850,15358,United Kingdom
542268,16156S,WRAP PINK FAIRY CAKES ,25,2011-01-27,0.420,15358,United Kingdom
542268,22030,SWALLOWS GREETING CARD,12,2011-01-27,0.420,15358,United Kingdom
542268,22029,SPACEBOY BIRTHDAY CARD,12,2011-01-27,0.420,15358,United Kingdom
542268,22048,BIRTHDAY BANQUET GIFT WRAP,25,2011-01-27,0.420,15358,United Kingdom
542268,22026,BANQUET BIRTHDAY  CARD  ,12,2011-01-27,0.420,15358,United Kingdom
542268,22438,BALLOON ART MAKE YOUR OWN FLOWERS,10,2011-01-27,1.950,15358,United Kingdom
542268,22448,PIN CUSHION BABUSHKA RED,12,2011-01-27,3.350,15358,United Kingdom
542268,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-01-27,4.950,15358,United Kingdom
542268,21213,PACK OF 72 SKULL CAKE CASES,48,2011-01-27,0.550,15358,United Kingdom
542268,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-01-27,1.250,15358,United Kingdom
542268,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2011-01-27,0.650,15358,United Kingdom
542269,22470,HEART OF WICKER LARGE,6,2011-01-27,2.950,14442,Channel Islands
542269,22829,SWEETHEART WIRE WALL TIDY,4,2011-01-27,9.950,14442,Channel Islands
542269,22766,PHOTO FRAME CORNICE,8,2011-01-27,2.950,14442,Channel Islands
542269,22469,HEART OF WICKER SMALL,12,2011-01-27,1.650,14442,Channel Islands
542269,21735,TWO DOOR CURIO CABINET,4,2011-01-27,12.750,14442,Channel Islands
542269,22439,6 ROCKET BALLOONS ,24,2011-01-27,0.650,14442,Channel Islands
542269,22904,CALENDAR PAPER CUT DESIGN,6,2011-01-27,2.950,14442,Channel Islands
542269,22180,RETROSPOT LAMP,4,2011-01-27,9.950,14442,Channel Islands
542269,22507,MEMO BOARD RETROSPOT  DESIGN,8,2011-01-27,4.950,14442,Channel Islands
542269,22667,RECIPE BOX RETROSPOT ,6,2011-01-27,2.950,14442,Channel Islands
542269,85150,LADIES & GENTLEMEN METAL SIGN,6,2011-01-27,2.550,14442,Channel Islands
542269,82599,FANNY'S REST STOPMETAL SIGN,12,2011-01-27,2.100,14442,Channel Islands
542269,21917,SET 12 KIDS  WHITE CHALK STICKS,24,2011-01-27,0.420,14442,Channel Islands
542269,22436,12 COLOURED PARTY BALLOONS,20,2011-01-27,0.650,14442,Channel Islands
542269,21500,PINK POLKADOT WRAP ,25,2011-01-27,0.420,14442,Channel Islands
542269,21498,RED RETROSPOT WRAP ,25,2011-01-27,0.420,14442,Channel Islands
542269,16161P,WRAP ENGLISH ROSE ,25,2011-01-27,0.420,14442,Channel Islands
542269,20828,GLITTER BUTTERFLY CLIPS,6,2011-01-27,2.550,14442,Channel Islands
542269,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-01-27,2.550,14442,Channel Islands
542269,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-01-27,6.750,14442,Channel Islands
542269,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,2011-01-27,8.500,14442,Channel Islands
542272,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-01-27,0.290,16496,United Kingdom
542272,22491,PACK OF 12 COLOURED PENCILS,12,2011-01-27,0.850,16496,United Kingdom
542272,22560,TRADITIONAL MODELLING CLAY,24,2011-01-27,1.250,16496,United Kingdom
542272,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-01-27,0.420,16496,United Kingdom
542272,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2011-01-27,9.950,16496,United Kingdom
542272,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-01-27,4.950,16496,United Kingdom
542272,22561,WOODEN SCHOOL COLOURING SET,12,2011-01-27,1.650,16496,United Kingdom
542272,21889,WOODEN BOX OF DOMINOES,12,2011-01-27,1.250,16496,United Kingdom
542272,22493,PAINT YOUR OWN CANVAS SET,12,2011-01-27,1.650,16496,United Kingdom
542272,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-01-27,1.250,16496,United Kingdom
542272,22548,HEADS AND TAILS SPORTING FUN,12,2011-01-27,1.250,16496,United Kingdom
542272,21915,RED  HARMONICA IN BOX ,12,2011-01-27,1.250,16496,United Kingdom
542272,21914,BLUE HARMONICA IN BOX ,12,2011-01-27,1.250,16496,United Kingdom
542272,21790,VINTAGE SNAP CARDS,12,2011-01-27,0.850,16496,United Kingdom
542272,22492,MINI PAINT SET VINTAGE ,36,2011-01-27,0.650,16496,United Kingdom
542272,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2011-01-27,3.750,16496,United Kingdom
542272,21888,BINGO SET,4,2011-01-27,3.750,16496,United Kingdom
542272,21912,VINTAGE SNAKES & LADDERS,4,2011-01-27,3.750,16496,United Kingdom
542272,22550,HOLIDAY FUN LUDO,4,2011-01-27,3.750,16496,United Kingdom
542272,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-01-27,4.950,16496,United Kingdom
542272,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-01-27,1.250,16496,United Kingdom
542272,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-01-27,2.950,16496,United Kingdom
542272,22960,JAM MAKING SET WITH JARS,6,2011-01-27,4.250,16496,United Kingdom
542272,22961,JAM MAKING SET PRINTED,12,2011-01-27,1.450,16496,United Kingdom
542272,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-01-27,0.850,16496,United Kingdom
542272,22605,WOODEN CROQUET GARDEN SET,4,2011-01-27,12.750,16496,United Kingdom
542272,22607,WOODEN ROUNDERS GARDEN SET ,8,2011-01-27,8.500,16496,United Kingdom
542272,22469,HEART OF WICKER SMALL,12,2011-01-27,1.650,16496,United Kingdom
542272,22470,HEART OF WICKER LARGE,6,2011-01-27,2.950,16496,United Kingdom
542272,22860,EASTER TIN CHICKS PINK DAISY,6,2011-01-27,1.650,16496,United Kingdom
542272,22858,EASTER TIN KEEPSAKE,6,2011-01-27,1.650,16496,United Kingdom
542272,22859,EASTER TIN BUNNY BOUQUET,6,2011-01-27,1.650,16496,United Kingdom
542272,22241,GARLAND WOODEN HAPPY EASTER,12,2011-01-27,1.250,16496,United Kingdom
542272,22249,DECORATION WHITE CHICK MAGIC GARDEN,16,2011-01-27,0.850,16496,United Kingdom
