invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
541988,22383,LUNCH BAG SUKI  DESIGN ,100,2011-01-25,1.450,15222,United Kingdom
541988,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-01-25,0.720,15222,United Kingdom
541988,21935,SUKI  SHOULDER BAG,100,2011-01-25,1.450,15222,United Kingdom
541988,21931,JUMBO STORAGE BAG SUKI,100,2011-01-25,1.650,15222,United Kingdom
541988,22469,HEART OF WICKER SMALL,40,2011-01-25,1.450,15222,United Kingdom
541989,47566,PARTY BUNTING,5,2011-01-25,4.650,13615,United Kingdom
541989,22469,HEART OF WICKER SMALL,12,2011-01-25,1.650,13615,United Kingdom
541989,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-01-25,2.950,13615,United Kingdom
541989,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2011-01-25,0.850,13615,United Kingdom
541989,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-01-25,4.950,13615,United Kingdom
541989,22349,DOG BOWL CHASING BALL DESIGN,6,2011-01-25,3.750,13615,United Kingdom
541989,22350,ILLUSTRATED CAT BOWL ,6,2011-01-25,2.550,13615,United Kingdom
541989,22302,COFFEE MUG PEARS  DESIGN,6,2011-01-25,2.550,13615,United Kingdom
541989,22303,COFFEE MUG APPLES DESIGN,6,2011-01-25,2.550,13615,United Kingdom
541989,21563,RED HEART SHAPE LOVE BUCKET ,6,2011-01-25,2.950,13615,United Kingdom
541989,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2011-01-25,1.950,13615,United Kingdom
541989,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-01-25,1.650,13615,United Kingdom
541989,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2011-01-25,1.450,13615,United Kingdom
541989,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-01-25,0.550,13615,United Kingdom
541989,84800L,LARGE WHITE/PINK ROSE ART FLOWER,24,2011-01-25,1.690,13615,United Kingdom
541989,84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,24,2011-01-25,1.270,13615,United Kingdom
541989,22087,PAPER BUNTING WHITE LACE,6,2011-01-25,2.950,13615,United Kingdom
541989,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-01-25,5.950,13615,United Kingdom
541989,15056BL,EDWARDIAN PARASOL BLACK,3,2011-01-25,5.950,13615,United Kingdom
541989,15056N,EDWARDIAN PARASOL NATURAL,3,2011-01-25,5.950,13615,United Kingdom
541989,20684,STRAWBERRY DREAM CHILDS UMBRELLA,6,2011-01-25,3.250,13615,United Kingdom
541990,22258,FELT FARM ANIMAL RABBIT,12,2011-01-25,1.250,13901,United Kingdom
541990,22264,FELT FARM ANIMAL WHITE BUNNY ,12,2011-01-25,0.850,13901,United Kingdom
541990,22257,FELT FARM ANIMAL SHEEP,12,2011-01-25,1.250,13901,United Kingdom
541990,22259,FELT FARM ANIMAL HEN,12,2011-01-25,1.250,13901,United Kingdom
541990,90197B,BLACK GLASS BRACELET W HEART CHARMS,3,2011-01-25,4.950,13901,United Kingdom
541990,22470,HEART OF WICKER LARGE,6,2011-01-25,2.950,13901,United Kingdom
541991,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-01-25,3.950,12417,Belgium
541991,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-01-25,0.420,12417,Belgium
541991,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2011-01-25,2.950,12417,Belgium
541991,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-01-25,4.950,12417,Belgium
541991,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,36,2011-01-25,1.250,12417,Belgium
541991,22236,CAKE STAND 3 TIER MAGIC GARDEN,3,2011-01-25,12.750,12417,Belgium
541991,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2011-01-25,3.750,12417,Belgium
541991,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2011-01-25,2.250,12417,Belgium
541991,84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,3,2011-01-25,4.650,12417,Belgium
541991,22960,JAM MAKING SET WITH JARS,6,2011-01-25,4.250,12417,Belgium
541991,22962,JAM JAR WITH PINK LID,12,2011-01-25,0.850,12417,Belgium
541991,84819,DANISH ROSE ROUND SEWING BOX,3,2011-01-25,4.250,12417,Belgium
541992,21232,STRAWBERRY CERAMIC TRINKET BOX,96,2011-01-25,1.060,16029,United Kingdom
541992,21929,JUMBO BAG PINK VINTAGE PAISLEY,100,2011-01-25,1.650,16029,United Kingdom
541992,85099B,JUMBO BAG RED RETROSPOT,100,2011-01-25,1.650,16029,United Kingdom
541993,21786,POLKADOT RAIN HAT ,5,2011-01-25,0.790,,United Kingdom
541993,22630,DOLLY GIRL LUNCH BOX,3,2011-01-25,2.460,,United Kingdom
541993,82482,WOODEN PICTURE FRAME WHITE FINISH,5,2011-01-25,4.960,,United Kingdom
541993,21948,SET OF 6 CAKE CHOPSTICKS,4,2011-01-25,2.460,,United Kingdom
541993,21071,VINTAGE BILLBOARD DRINK ME MUG,3,2011-01-25,2.460,,United Kingdom
541995,22728,ALARM CLOCK BAKELIKE PINK,4,2011-01-25,3.750,13158,United Kingdom
541995,22727,ALARM CLOCK BAKELIKE RED ,4,2011-01-25,3.750,13158,United Kingdom
541995,22467,GUMBALL COAT RACK,6,2011-01-25,2.550,13158,United Kingdom
541995,21244,BLUE POLKADOT PLATE ,8,2011-01-25,1.690,13158,United Kingdom
541995,21243,PINK  POLKADOT PLATE ,8,2011-01-25,1.690,13158,United Kingdom
541995,21242,RED RETROSPOT PLATE ,8,2011-01-25,1.690,13158,United Kingdom
541995,20675,BLUE POLKADOT BOWL,8,2011-01-25,1.250,13158,United Kingdom
541995,20676,RED RETROSPOT BOWL,8,2011-01-25,1.250,13158,United Kingdom
