invoice_number,stock_code,detail,quantity,invoice_date,unit_price,customer_id,country
537240,22593,CHRISTMAS GINGHAM STAR,6,2010-12-06,1.660,,United Kingdom
537240,22594,CHRISTMAS GINGHAM TREE,13,2010-12-06,1.660,,United Kingdom
537226,22811,SET OF 6 T-LIGHTS CACTI ,6,2010-12-06,2.950,15987,United Kingdom
537226,21713,CITRONELLA CANDLE FLOWERPOT,8,2010-12-06,2.100,15987,United Kingdom
537226,20802,SMALL GLASS SUNDAE DISH CLEAR,6,2010-12-06,1.650,15987,United Kingdom
537226,22052,VINTAGE CARAVAN GIFT WRAP,25,2010-12-06,0.420,15987,United Kingdom
537226,22705,WRAP GREEN PEARS ,25,2010-12-06,0.420,15987,United Kingdom
537226,22310,IVORY KNITTED MUG COSY ,6,2010-12-06,1.650,15987,United Kingdom
537226,22389,PAPERWEIGHT SAVE THE PLANET,6,2010-12-06,2.550,15987,United Kingdom
537227,22696,WICKER WREATH LARGE,6,2010-12-06,1.950,17677,United Kingdom
537227,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2010-12-06,0.420,17677,United Kingdom
537227,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,2010-12-06,0.550,17677,United Kingdom
537227,84991,60 TEATIME FAIRY CAKE CASES,48,2010-12-06,0.550,17677,United Kingdom
537227,21213,PACK OF 72 SKULL CAKE CASES,48,2010-12-06,0.550,17677,United Kingdom
537227,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2010-12-06,0.850,17677,United Kingdom
537227,22632,HAND WARMER RED RETROSPOT,48,2010-12-06,2.100,17677,United Kingdom
537227,22315,200 RED + WHITE BENDY STRAWS,12,2010-12-06,1.250,17677,United Kingdom
537227,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-12-06,1.250,17677,United Kingdom
537227,15056N,EDWARDIAN PARASOL NATURAL,3,2010-12-06,5.950,17677,United Kingdom
537227,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-12-06,4.650,17677,United Kingdom
537227,22866,HAND WARMER SCOTTY DOG DESIGN,48,2010-12-06,2.100,17677,United Kingdom
537227,22867,HAND WARMER BIRD DESIGN,48,2010-12-06,2.100,17677,United Kingdom
537227,10002,INFLATABLE POLITICAL GLOBE ,24,2010-12-06,0.850,17677,United Kingdom
537227,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-12-06,1.650,17677,United Kingdom
537227,22383,LUNCH BAG SUKI  DESIGN ,100,2010-12-06,1.450,17677,United Kingdom
537227,85099B,JUMBO BAG RED RETROSPOT,100,2010-12-06,1.650,17677,United Kingdom
537227,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2010-12-06,5.950,17677,United Kingdom
537228,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,2010-12-06,2.100,17677,United Kingdom
537229,22961,JAM MAKING SET PRINTED,12,2010-12-06,1.450,17677,United Kingdom
537231,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2010-12-06,3.250,13652,United Kingdom
537231,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2010-12-06,4.250,13652,United Kingdom
537231,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,2010-12-06,4.250,13652,United Kingdom
537231,22867,HAND WARMER BIRD DESIGN,12,2010-12-06,2.100,13652,United Kingdom
537231,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-12-06,2.100,13652,United Kingdom
537231,22633,HAND WARMER UNION JACK,12,2010-12-06,2.100,13652,United Kingdom
537231,21915,RED  HARMONICA IN BOX ,12,2010-12-06,1.250,13652,United Kingdom
537231,21914,BLUE HARMONICA IN BOX ,12,2010-12-06,1.250,13652,United Kingdom
537231,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-12-06,3.950,13652,United Kingdom
537231,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-12-06,4.950,13652,United Kingdom
537231,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-12-06,4.650,13652,United Kingdom
537231,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2010-12-06,2.550,13652,United Kingdom
537231,84050,PINK HEART SHAPE EGG FRYING PAN,6,2010-12-06,1.650,13652,United Kingdom
537231,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2010-12-06,2.550,13652,United Kingdom
537233,22652,TRAVEL SEWING KIT,20,2010-12-06,1.650,17428,United Kingdom
537233,22654,DELUXE SEWING KIT ,6,2010-12-06,5.950,17428,United Kingdom
537233,22584,PACK OF 6 PANNETONE GIFT BOXES,24,2010-12-06,2.550,17428,United Kingdom
537233,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2010-12-06,5.550,17428,United Kingdom
537233,22630,DOLLY GIRL LUNCH BOX,24,2010-12-06,1.950,17428,United Kingdom
537233,22439,6 ROCKET BALLOONS ,24,2010-12-06,0.650,17428,United Kingdom
537233,21844,RED RETROSPOT MUG,12,2010-12-06,2.950,17428,United Kingdom
537233,22812,PACK 3 BOXES CHRISTMAS PANNETONE,24,2010-12-06,1.950,17428,United Kingdom
